0.00,0.27,0.55,0.82,1.10,1.38,1.66,1.94,2.23,2.51,2.80,3.10,3.39,3.70,4.00,4.31,4.62,4.94,5.26,5.58,5.91,6.24,6.58,6.92,7.25,7.60,7.94,8.28,8.62,8.97,9.30,9.64,9.97,10.29,10.61,10.92,11.22,11.50,11.77,12.03,12.27,12.49,12.69,12.87,13.02,13.16,13.26,13.34,13.40,13.42,13.42,13.39,13.33,13.25,13.14,13.01,12.85,12.66,12.46,12.24,12.00,11.74,11.46,11.18,10.88,10.57,10.25,9.93,9.60,9.26,8.92,8.58,8.24,7.89,7.55,7.21,6.87,6.54,6.20,5.87,5.55,5.22,4.90,4.59,4.28,3.97,3.67,3.37,3.07,2.78,2.49,2.21,1.93,1.65,1.37,1.09,0.82,0.54,0.27,0.00,
0.00,0.30,0.60,0.91,1.21,1.52,1.83,2.14,2.45,2.77,3.09,3.41,3.74,4.07,4.40,4.74,5.09,5.44,5.79,6.15,6.51,6.88,7.25,7.63,8.00,8.38,8.76,9.14,9.52,9.90,10.28,10.65,11.02,11.38,11.74,12.08,12.41,12.73,13.04,13.33,13.60,13.84,14.07,14.27,14.45,14.59,14.71,14.80,14.86,14.89,14.89,14.86,14.79,14.70,14.58,14.43,14.25,14.04,13.81,13.56,13.29,13.00,12.69,12.37,12.04,11.69,11.33,10.97,10.60,10.23,9.85,9.47,9.09,8.71,8.33,7.95,7.58,7.21,6.84,6.47,6.11,5.75,5.40,5.05,4.71,4.37,4.04,3.71,3.38,3.06,2.74,2.43,2.12,1.81,1.51,1.20,0.90,0.60,0.30,0.00,
0.00,0.33,0.66,0.99,1.32,1.66,1.99,2.33,2.67,3.02,3.37,3.72,4.08,4.44,4.81,5.18,5.56,5.94,6.33,6.72,7.12,7.52,7.93,8.34,8.75,9.17,9.59,10.01,10.43,10.85,11.26,11.68,12.09,12.49,12.88,13.26,13.63,13.99,14.33,14.65,14.95,15.23,15.48,15.71,15.90,16.07,16.20,16.31,16.37,16.41,16.40,16.37,16.29,16.19,16.05,15.88,15.68,15.45,15.19,14.91,14.61,14.29,13.94,13.59,13.21,12.83,12.43,12.03,11.62,11.21,10.79,10.37,9.95,9.53,9.12,8.70,8.29,7.88,7.47,7.07,6.68,6.29,5.90,5.52,5.14,4.77,4.41,4.05,3.69,3.34,3.00,2.65,2.31,1.98,1.64,1.31,0.98,0.65,0.33,0.00,
0.00,0.36,0.71,1.07,1.43,1.79,2.16,2.53,2.90,3.27,3.65,4.03,4.42,4.82,5.21,5.62,6.03,6.45,6.87,7.30,7.73,8.17,8.61,9.06,9.51,9.97,10.42,10.88,11.34,11.80,12.26,12.72,13.17,13.61,14.04,14.47,14.88,15.27,15.65,16.00,16.34,16.65,16.93,17.18,17.40,17.59,17.74,17.85,17.92,17.96,17.96,17.92,17.84,17.72,17.56,17.37,17.15,16.89,16.61,16.30,15.96,15.60,15.22,14.82,14.41,13.99,13.55,13.11,12.66,12.20,11.74,11.28,10.82,10.37,9.91,9.45,9.00,8.56,8.11,7.68,7.25,6.82,6.40,5.99,5.58,5.18,4.78,4.39,4.00,3.62,3.25,2.87,2.51,2.14,1.78,1.42,1.06,0.71,0.35,0.00,
0.00,0.38,0.77,1.15,1.54,1.93,2.32,2.72,3.12,3.52,3.93,4.35,4.76,5.19,5.62,6.06,6.50,6.95,7.41,7.87,8.34,8.81,9.30,9.78,10.27,10.77,11.27,11.77,12.27,12.77,13.27,13.77,14.26,14.75,15.23,15.69,16.14,16.58,16.99,17.39,17.76,18.10,18.41,18.69,18.94,19.15,19.31,19.44,19.52,19.56,19.56,19.52,19.43,19.29,19.12,18.91,18.66,18.38,18.06,17.71,17.34,16.94,16.52,16.08,15.63,15.16,14.68,14.20,13.70,13.21,12.71,12.20,11.70,11.20,10.70,10.21,9.72,9.24,8.76,8.28,7.82,7.36,6.90,6.45,6.01,5.58,5.15,4.73,4.31,3.90,3.50,3.10,2.70,2.31,1.92,1.53,1.15,0.76,0.38,0.00,
0.00,0.41,0.82,1.24,1.65,2.07,2.49,2.91,3.34,3.78,4.21,4.66,5.11,5.56,6.03,6.50,6.97,7.46,7.95,8.45,8.95,9.47,9.98,10.51,11.04,11.58,12.12,12.66,13.21,13.75,14.30,14.84,15.38,15.91,16.43,16.94,17.44,17.91,18.37,18.81,19.22,19.60,19.94,20.25,20.52,20.75,20.94,21.08,21.18,21.22,21.22,21.17,21.07,20.92,20.73,20.49,20.22,19.90,19.55,19.17,18.75,18.31,17.85,17.37,16.87,16.36,15.84,15.30,14.77,14.22,13.68,13.13,12.59,12.05,11.51,10.97,10.44,9.92,9.40,8.89,8.39,7.89,7.40,6.92,6.45,5.98,5.52,5.07,4.62,4.18,3.75,3.32,2.89,2.47,2.05,1.64,1.23,0.82,0.41,0.00,
0.00,0.44,0.88,1.32,1.76,2.21,2.66,3.11,3.57,4.03,4.50,4.97,5.45,5.94,6.43,6.93,7.44,7.96,8.49,9.02,9.57,10.12,10.68,11.24,11.81,12.39,12.97,13.56,14.15,14.74,15.33,15.92,16.51,17.08,17.65,18.21,18.76,19.28,19.78,20.26,20.71,21.13,21.52,21.86,22.16,22.42,22.62,22.78,22.89,22.94,22.93,22.88,22.76,22.60,22.39,22.13,21.82,21.47,21.08,20.66,20.20,19.72,19.21,18.69,18.14,17.58,17.01,16.43,15.84,15.25,14.66,14.07,13.48,12.90,12.32,11.74,11.17,10.61,10.05,9.50,8.96,8.43,7.91,7.39,6.88,6.38,5.89,5.41,4.93,4.46,4.00,3.54,3.08,2.63,2.19,1.75,1.31,0.87,0.44,0.00,
0.00,0.47,0.93,1.40,1.87,2.34,2.82,3.30,3.79,4.28,4.78,5.28,5.79,6.31,6.84,7.37,7.92,8.47,9.03,9.60,10.18,10.77,11.37,11.98,12.59,13.21,13.84,14.47,15.10,15.74,16.38,17.02,17.65,18.28,18.90,19.51,20.10,20.68,21.23,21.76,22.26,22.72,23.14,23.52,23.85,24.14,24.37,24.54,24.66,24.71,24.71,24.65,24.52,24.34,24.11,23.82,23.48,23.09,22.66,22.19,21.69,21.16,20.61,20.03,19.43,18.82,18.20,17.57,16.93,16.30,15.66,15.02,14.38,13.75,13.13,12.51,11.90,11.29,10.70,10.11,9.54,8.97,8.41,7.86,7.32,6.79,6.26,5.75,5.24,4.74,4.24,3.76,3.27,2.80,2.32,1.86,1.39,0.92,0.46,0.00,
0.00,0.49,0.99,1.48,1.98,2.48,2.98,3.49,4.01,4.53,5.06,5.59,6.13,6.68,7.24,7.81,8.39,8.98,9.57,10.18,10.80,11.43,12.07,12.71,13.37,14.03,14.71,15.38,16.07,16.75,17.44,18.13,18.82,19.50,20.17,20.84,21.48,22.11,22.72,23.29,23.84,24.35,24.82,25.24,25.61,25.92,26.18,26.37,26.50,26.56,26.56,26.49,26.35,26.15,25.89,25.57,25.19,24.76,24.29,23.77,23.22,22.64,22.03,21.40,20.75,20.08,19.41,18.73,18.04,17.35,16.66,15.98,15.29,14.62,13.95,13.28,12.63,11.98,11.35,10.72,10.11,9.50,8.91,8.33,7.75,7.19,6.63,6.08,5.55,5.02,4.49,3.98,3.47,2.96,2.46,1.96,1.47,0.98,0.49,0.00,
0.00,0.52,1.04,1.56,2.09,2.61,3.15,3.68,4.23,4.78,5.33,5.90,6.47,7.05,7.64,8.25,8.86,9.48,10.11,10.76,11.42,12.08,12.76,13.45,14.15,14.86,15.58,16.31,17.04,17.78,18.52,19.26,20.00,20.74,21.47,22.19,22.89,23.58,24.24,24.87,25.47,26.04,26.55,27.02,27.43,27.78,28.06,28.28,28.42,28.49,28.49,28.41,28.26,28.03,27.74,27.38,26.96,26.49,25.97,25.40,24.80,24.16,23.49,22.80,22.09,21.37,20.64,19.90,19.16,18.42,17.68,16.94,16.21,15.48,14.77,14.06,13.36,12.68,12.00,11.34,10.68,10.04,9.41,8.79,8.18,7.59,7.00,6.42,5.85,5.29,4.74,4.19,3.65,3.12,2.59,2.07,1.55,1.03,0.52,0.00,
